pcn,item,mpn,current_onhand,corrected_onhand,phantom_removed,relabel_adjt_count,relabel_units,loc_to,mfg_qty
16667,8080L-1-325,C1608X7R1H103K080AA,700,0,700,1,700,MFG Floor,700
1966,6970L-2A-4,12063C224KAT2A,700,0,700,1,700,MFG Floor,700
9021,7808-5,1N4001-TP,700,0,700,1,700,MFG Floor,625
14074,8139L-5,06035C104JAT2A,700,0,700,1,700,1405305,0
33011,7946l-45,C0603C333K3RACTU,700,0,700,1,700,1502101,0
25648,6590L-14,743C083103JP,700,0,700,1,700,MFG Floor,700
5287,4682-9,S1MB-13-F,700,0,700,1,700,MFG Floor,700
5938,8335ML-180,RC0603FR-0710KL,700,0,700,1,700,MFG Floor,700
14083,8210L-60,0ZCJ0050FF2G,700,0,700,1,700,MFG Floor,700
23397,6138L-12,C1608X7R1H104K080AA,700,0,700,1,700,MFG Floor,700
1837,8135L-10,CL10B104JO8NNNC,700,0,700,1,700,MFG Floor,0
34531,7946L-85,B330-13-F,700,0,700,1,700,1502201,0
4321,6588-72,TCA0372DM2ELG,700,0,700,1,700,MFG Floor,700
7344,8080L-110,C1608X7R1H104K080AA,700,0,700,1,700,MFG Floor,700
38614,7760-4,1N4001-TP,690,0,690,1,690,MFG Floor,690
40669,8740L-15,39-00-0039,676,0,676,1,676,MFG Floor,676
37587,5540L-1,C326C104K1R5TA7301,674,0,674,1,674,MFG Floor,674
434,7946l-315,ERJ-3GEYJ472V,1340,670,670,1,670,1502304,0
31478,8243-1-45,RC0805FR-074K7L,670,0,670,1,670,MFG Floor,670
9479,5477-19,CMF551K0000FHEB,650,0,650,1,650,MFG Floor,650
15211,6654L-30,ZLLS400TA,650,0,650,1,650,MFG Floor,650
2508,7331-5,C0805C475K3PAC7800,650,0,650,1,650,MFG Floor,650
12162,8119L-20,GRM21BR61E106KA73L,650,0,650,1,650,MFG Floor,650
15046,8167M-210,MF-LSMF260X-2,650,0,650,1,650,MFG Floor,650
17638,8764L-500,RNCP0603FTD10K0,640,0,640,2,640,MFG Floor,320
21406,8167M-120,B1100-13-F,1240,620,620,1,620,1101117,0
2516,4682-2,F971V104MAA,620,0,620,1,620,MFG Floor,620
36563,8562-30,ERJ-3GEY0R00V,1240,620,620,1,620,1503007,0
534,8119L-120,CRCW06031M00JNEA,620,0,620,1,1000,MFG Floor,1380
32781,8765-20,TMK107ABJ225KA-T,619,0,619,1,619,MFG Floor,619
44426,8804L-5,1586315-1,616,0,616,1,616,MFG Floor,616
1749,7694l-9,LTST-C191KGKT,810,200,610,1,610,1503005,0
1150,8122-140,TNPW0603100RBETA,600,0,600,1,600,MFG Floor,600
30069,8766L-45,ERJ-6GEYJ103V,600,0,600,1,600,MFG Floor,600
11490,7918-10,GRM188R6YA475KE15D,1200,600,600,1,600,MFG Floor,600
10262,8080L-1-545,YC164-JR-07150RL,600,0,600,1,600,MFG Floor,600
16858,6654l-20,TMK107ABJ225KA-T,600,0,600,1,600,MFG Floor,600
1241,5189-89,RMCF0805JT10K0,600,0,600,1,600,MFG Floor,600
1898,7848-46,ERJ-8ENF49R9V,600,0,600,1,600,MFG Floor,600
17472,6163L-8,C1608X7R1H104K080AA,600,0,600,1,600,MFG Floor,600
23147,8080L-1-395,RC1206FR-074K87L,600,0,600,1,600,MFG Floor,600
7824,8080L-100,GRM188R6YA475KE15D,600,0,600,2,600,MFG Floor,300
9136,6970-G1-20,ERJ-8ENF1003V,600,0,600,1,600,MFG Floor,600
5470,6138L-22,CRCW08051K00FKEA,600,0,600,1,600,MFG Floor,600
16221,8256L-35,CL05A224KP5NNNC,600,0,600,1,600,MFG Floor,600
6131,7595-35,ERJ-P06J472V,1200,600,600,1,600,1406110,0
13893,8314-305,CRCW04024K70FKED,600,0,600,1,600,MFG Floor,600
3885,7946L-340,RMCF0603ZT0R00,1197,600,597,1,597,1502304,0
7887,6590l-37,AUIPS6041GTR,588,0,588,1,588,MFG Floor,588
2253,6138L-22,CRCW08051K00FKEA,580,0,580,1,580,MFG Floor,580
37788,7946L-330,ERJ-3GEYJ103V,1148,574,574,1,574,1502303,0
21407,8167M-215,ZXMP10A18KTC,1120,560,560,1,560,1101117,0
7442,7686-50,ERJ-2GEJ472X,556,0,556,1,556,MFG Floor,556
43053,8390L-65,CC1206KRX7R9BB104,550,0,550,1,550,MFG Floor,550
15588,6106-20,CRCW1206100KFKEA,550,0,550,1,550,MFG Floor,550
13551,8167M-355,"74LVC1GU04GW,125",1080,540,540,1,540,1304711,0
6094,6753-8,500R15W102KV4T,520,0,520,1,520,MFG Floor,520
764,6106-60,CRCW1206220KFKEA,520,0,520,1,520,MFG Floor,520
14370,8033-1,STM32F446RET6,517,0,517,1,517,MFG Floor,517
4114,7377-33,ERJ-3GEY0R00V,510,0,510,1,510,MFG Floor,510
33031,7123L-31,LM2575N-5.0/NOPB,509,0,509,1,509,MFG Floor,509
12781,6590L-40,ILD206T,500,0,500,1,500,MFG Floor,500
145,8464L-105,MMBD4148,500,0,500,1,500,MFG Floor,500
2057,4682-4,F931D105MAA,500,0,500,1,500,MFG Floor,500
8915,7726-26,RNF14FTD2K21,500,0,500,1,500,MFG Floor,500
11863,8177M-140,CRCW06031K00FKEA,500,0,500,1,500,MFG Floor,500
27599,5189-65,APTD3216CGCK,500,0,500,1,500,MFG Floor,500
2268,6590-1,T491C106K020AT,500,0,500,1,500,MFG Floor,500
14274,7946-10,C0805C104K5RACTU,500,0,500,1,500,MFG Floor,500
2505,7685-6,RC0805FR-071KL,500,0,500,1,500,MFG Floor,500
5735,8033-13,RC0805FR-0710KL,500,0,500,1,500,MFG Floor,500
41297,1557-1-16,TLC271ACP,500,0,500,5,500,MFG Floor,0
1827,7932L-3,C1005X7R1C104K050BC,500,0,500,1,500,MFG Floor,500
13082,6588-9,T491C106K020AT,500,0,500,1,500,MFG Floor,500
9480,5477-21,CMF5510K000FHEB,500,0,500,1,500,MFG Floor,500
2633,6590-2,T495X336K035ATE250,500,0,500,1,500,MFG Floor,500
6386,7584-4,GRM188R6YA475KE15D,500,0,500,2,500,MFG Floor,250
9164,8186-105,MF1/4DCT52R6800F,500,0,500,1,500,MFG Floor,500
2034,6163L-9,GRM21BR61A106KE19L,500,0,500,1,500,MFG Floor,500
1568,6753-25,251R15S101JV4E,500,0,500,1,500,MFG Floor,500
2634,6590-2,T495X336K035ATE250,500,0,500,1,500,MFG Floor,500
553,8119L-120,ERJ-3EKF1004V,500,0,500,1,500,MFG Floor,500
903,7076-1-17,ERJ-6ENF5601V,500,0,500,1,500,MFG Floor,500
12274,6590L-22,RC0805FR-071KL,500,0,500,1,500,MFG Floor,500
8711,7453-13,RNMF14FTC10K0,500,0,500,1,500,MFG Floor,500
2270,6590-1,T491C106K020AT,500,0,500,1,500,MFG Floor,500
13473,8314-245,CRCW040225K5FKED,500,0,500,1,500,MFG Floor,500
8992,6390-4,1.5KE33A,750,250,500,1,500,MFG Floor,250
11862,8080L-1-560,CRCW06031K00FKEA,500,0,500,1,500,MFG Floor,500
6085,7331-28,ERJ-P06J201V,500,0,500,1,500,MFG Floor,500
36427,7946l-10,C0603C104M5RAC7867,500,0,500,2,1000,1502101,0
14266,8271-10,C0805C104K5RACTU,1000,500,500,1,500,MFG Floor,0
33438,6970l-g1-9,0460005.UR,500,0,500,1,500,MFG Floor,500
2186,8210-40,EEE-FC1H101P,500,0,500,1,500,MFG Floor,500
32293,7254R-5,CRCW08051K00FKEA,500,0,500,1,500,MFG Floor,500
11729,6590-1,T491C106K020AT,500,0,500,1,500,MFG Floor,500
3769,8239-25,T491B106K016AT,500,0,500,1,500,MFG Floor,500
22932,6753L-14,CC0805KRX7R9BB104,500,0,500,1,500,MFG Floor,500
2630,8080L-110,C1608X7R1H104K080AA,500,0,500,1,1000,MFG Floor,1000
30154,7946l-65,C0603C470J5GACTU,500,0,500,1,500,1502101,0
4830,6588-9,T491C106K020AT,500,0,500,1,500,MFG Floor,500
1191,8389L-5,ERJ-8GEYJ101V,500,0,500,1,500,MFG Floor,500
8685,4187-4,KNP100JR-73-2R7,500,0,500,1,500,MFG Floor,500
5935,7944-42,TL3301AF260QG,493,0,493,1,493,MFG Floor,493
8972,7183L-3,GRM188R72A104KA35D,490,0,490,1,490,MFG Floor,490
15515,8239-30,BAS16LT1G,482,0,482,1,482,MFG Floor,482
23596,6519L-2-11,SMAZ6V2-13F,480,0,480,1,480,MFG Floor,480
28600,8584M-160,5015,480,0,480,1,480,MFG Floor,480
1902,6106-10,CRCW12061M00FKEA,480,0,480,1,480,MFG Floor,480
38691,7946L-305,1206USB-223MLC,940,470,470,1,470,1502302,0
37498,5684L-1,C326C104K5R5TA7301,470,0,470,1,470,MFG Floor,470
36926,8515L-1-310,ERJ-6ENF1002V,470,0,470,1,470,MFG Floor,470
20143,8080L-1-35,UCL1A221MCL1GS,470,0,470,1,470,MFG Floor,470
2085,8080L-130,C2012X5R1E685K125AC,470,0,470,1,470,MFG Floor,470
2754,ACI-975,CRCW0402150RJNED,920,460,460,1,460,1403013,0
30423,8500-15,GRM21BR61H106KE43L,450,0,450,1,450,MFG Floor,450
13528,7603-38,RC0805FR-074K7L,450,0,450,1,450,MFG Floor,450
1732,8385L-25,ERJ-6GEYJ103V,450,0,450,1,450,MFG Floor,450
20025,6590L-4,C0805C104K5RACTU,450,0,450,1,450,MFG Floor,450
1904,6138L-22,CRCW08051K00FKEA,450,0,450,1,450,MFG Floor,450
16709,8080L-330,ERJ-3EKF1002V,450,0,450,1,450,MFG Floor,450
16605,8245L-5,CL05B104KP5NNNC,450,0,450,1,450,MFG Floor,450
5334,7143L-12,CL10A105KA8NNNC,450,0,450,1,450,MFG Floor,450
44194,8565ML-40,C0402C180K3GACTU,900,450,450,1,450,2204402,0
21233,7331M-39,CG0603MLU-05E,450,0,450,1,450,MFG Floor,450
16576,6252-22,BGX50AE6327,450,0,450,1,450,1604004,0
40987,7307-28,IRLML2502TR,440,0,440,1,440,MFG Floor,440
18898,8467L-55,RMCF0402FT47K0,440,0,440,1,440,MFG Floor,0
5173,8083-13,RG2012P-1023-B-T5,440,0,440,1,440,MFG Floor,440
8371,8133-35,GRM155R71E103KA01D,440,0,440,1,440,MFG Floor,440
16620,7758-208,RMCF0402FT47K0,440,0,440,1,440,MFG Floor,0
44142,5944-1-20,T491B106K016AT,432,0,432,1,432,MFG Floor,432
19867,7946L-190,RMCF0603FT10R0,430,0,430,1,430,1502203,0
10230,6273ML-22,STTH512D,430,0,430,1,430,MFG Floor,430
40228,7146-1,ECQ-E2474KF,485,60,425,1,425,MFG Floor,425
21469,8167M-350,VC121048H101DP,840,420,420,1,420,1304714,0
29434,7754L-75,UWT1V101MCL1GS,420,0,420,1,420,MFG Floor,420
34951,7249-48,ERJ-3GEYJ103V,417,0,417,1,417,MFG Floor,417
37934,1557-1-16,TLC271ACP,616,200,416,1,416,MFG Floor,416
17162,8223L-20,GRM155R61A225KE95D,415,0,415,1,415,MFG Floor,415
1199,6590L-A-13,RC0805FR-074K7L,410,0,410,1,410,MFG Floor,410
27291,8539-5,C0805C104K5RACTU,410,0,410,3,610,MFG Floor,200
40205,7946L-230,300SP1J1BLKM7QE,406,0,406,1,406,MFG Floor,406
6520,8016L-2,EE2-24NU-L,802,401,401,1,401,MFG Floor,401
8059,6590-14,743C083103JP,400,0,400,1,400,MFG Floor,400
8436,8080L-25,TMK107ABJ225KA-T,400,0,400,1,400,MFG Floor,400
16344,5189-1-86,RC0805FR-071KL,400,0,400,2,400,MFG Floor,200
3832,7466L-7,C1812V334KCRACTU,400,0,400,1,400,MFG Floor,400
37573,7946L-15,EEE-FC1A101P,800,400,400,1,400,1502101,0
3830,7694L-32,ERJ-3EKF1002V,400,0,400,1,400,MFG Floor,400
1061,8178M-195,CRCW0805330RFKEA,400,0,400,1,400,MFG Floor,400
23149,8080L-1-225,CRCW060311K0FKEA,400,0,400,1,400,MFG Floor,400
29436,8233L-115,RDC503013A,800,400,400,1,400,1302501,0
20550,8219-25,ERA3AED103V,400,0,400,1,400,MFG Floor,400
811,8083-14,CRCW120610K0FKEA,400,0,400,1,400,MFG Floor,400
1147,8133-230,ERJ-2RKF1000X,400,0,400,1,400,MFG Floor,400
1151,8060M-56,ERJ-6ENF1001V,400,0,400,1,400,MFG Floor,400
21561,5189-1-86,RC0805FR-071KL,400,0,400,2,400,MFG Floor,200
1156,7990M-67,ERJ-6ENF1001V,400,0,400,1,400,MFG Floor,400
17355,8322-10,GRM188R71H104KA93D,800,400,400,1,400,MFG Floor,400
23148,8080L-449,CRCW06030000Z0EA,800,400,400,1,400,1404920,0
6084,8160-15,C0805C104K5RACTU,400,0,400,1,400,MFG Floor,400
1869,8161-25,C0805C104K3RAC7800,400,0,400,1,400,MFG Floor,400
8415,8080L-1-400,CRCW060333K2FKEA,400,0,400,1,400,MFG Floor,400
9112,7726-32,RN55D1102FRE6,725,325,400,1,400,2201302,75
30857,8233L-45,CRCW12061K00FKEA,1200,800,400,1,400,1504002,0
1153,7104-5,RR0816P-102-D,400,0,400,1,400,MFG Floor,400
6137,6753-56,RC0805FR-073K3L,400,0,400,1,400,MFG Floor,400
31868,7143L-23,MCP1700T-3302E/MB,400,0,400,1,400,MFG Floor,400
6138,6590-4,CC0805KRX7R9BB104,400,0,400,1,400,MFG Floor,400
31814,6970l-g1-22,LR645N8-G,400,0,400,1,400,1301304,400
34518,7946L-80,ES3D,400,0,400,1,400,1502101,0
2526,7143L-9,GRM31CR61E106MA12L,400,0,400,1,400,MFG Floor,400
16024,8311M-3-10,CGA6M3X7S2A475K200AB,390,0,390,1,390,MFG Floor,390
1947,4553-140,2N7002MTF,530,140,390,1,390,1605001,0
16860,8256L-135,RMCF0402JT27R0,390,0,390,1,390,MFG Floor,390
30515,7143L-12,GRM188R61C105KA93D,390,0,390,1,390,MFG Floor,390
12178,ACI-4534,C0603C100D5GACTU,760,380,380,1,380,1202202,0
11811,6590-3,C0805C105K5RACTU,380,0,380,1,380,MFG Floor,380
1306,8352-40,ERJ-12ZYJ510U,380,0,380,1,380,MFG Floor,380
28371,8530L-2-60,GRM188R61E105KA12D,380,0,380,1,380,MFG Floor,380
1895,8340-5,C1608X5R1A106K080AC,380,0,380,1,380,MFG Floor,380
20559,8349M-180,PS2733-1-A,377,0,377,1,377,MFG Floor,377
8296,7584-13,GRM155R71H102KA01D,375,0,375,1,375,MFG Floor,375
1250,8302L-130,CRCW060310K0FKEA,375,0,375,1,375,MFG Floor,375
8929,8098-1-130,MCMF0W4FF5111A50,740,370,370,1,370,1504004,0
7070,6948-22,SML-LX0603GW-TR,740,370,370,1,370,MFG Floor,370
18321,8256L-130,RMCF0402ZT0R00,370,0,370,1,370,MFG Floor,370
22007,8037-25,C1608X5R1A106K080AC,367,0,367,1,367,MFG Floor,367
10362,1557-1-3,UK16-104,400,34,366,1,366,MFG Floor,366
859,7603-38,CRCW08054K70FKEA,365,0,365,1,365,MFG Floor,365
38557,8740L-15,39-00-0039,360,0,360,2,360,MFG Floor,180
18166,6138L-22,CRCW08051K00FKEA,350,0,350,1,350,MFG Floor,350
2144,6753-11,T491C106K020AT,350,0,350,1,450,MFG Floor,450
4829,6590-1,T491C106K020AT,350,0,350,1,350,MFG Floor,350
38958,6163L-4,350759-4,350,0,350,1,350,MFG Floor,350
15047,8314-250,CSRN2010FK50L0,350,0,350,1,350,MFG Floor,350
26614,8582ML-400,CRCW060310K0FKEA,350,0,350,1,350,MFG Floor,350
7929,6590-4,CC0805KRX7R9BB104,350,0,350,1,350,MFG Floor,350
17722,8452-180,CRCW060311K0FKEA,350,0,350,1,350,MFG Floor,350
5946,8148L-5,C1005X7R1H104K050BB,350,0,350,1,350,MFG Floor,350
10937,8123M-280,CRCW08054K99FKEA,350,0,350,1,350,MFG Floor,350
17724,8080L-1-345,06035C333JAT2A,350,0,350,1,350,MFG Floor,350
13881,7686-7,RC0402JR-070RL,350,0,350,1,350,MFG Floor,350
12920,8256L-150,CRCW040210K0FKED,350,0,350,1,350,MFG Floor,350
12777,8170L-80,RC0805FR-0710KL,350,0,350,1,350,MFG Floor,350
36928,5678ML-1,C322C104K1R5TA7303,350,0,350,1,350,MFG Floor,0
14081,8210L-50,CPDT-5V0USP-HF,350,0,350,1,350,MFG Floor,350
6910,8123M-120,BLM31PG330SN1L,345,0,345,1,345,MFG Floor,345
26626,ACI-4656,ATS2D3G-NC-LFG,680,340,340,1,340,1404708,0
2520,7143L-11,GRM188R71H102KA01D,340,0,340,1,340,MFG Floor,340
6177,8230ML-255,RC0603FR-07100RL,340,0,340,2,340,MFG Floor,0
7971,6588L-14,SMBJ30CA,335,0,335,1,335,MFG Floor,335
21974,7331M-39,CG0603MLU-05E,335,0,335,1,335,MFG Floor,335
34522,8335ML-90,MC56F8323MFBE,335,0,335,1,335,MFG Floor,335
31891,8765-20,TMK107ABJ225KA-T,333,0,333,1,333,MFG Floor,333
32313,6970L-G1-3,T491B106K016AT,330,0,330,1,330,MFG Floor,330
30517,7584-43,DLP11SN900HL2L,330,0,330,1,330,MFG Floor,330
34336,8764L-260,ERJ-2RKF3000X,330,0,330,1,330,MFG Floor,330
32778,8119L-52,XR33038ID-F,611,283,328,1,328,MFG Floor,45
6407,7207-3,MMBZ5231,324,0,324,1,324,MFG Floor,324
36016,8778L-80,CRCW0402100KFKED,320,0,320,1,320,MFG Floor,320
810,7916M-7,RK73H2BTTD1002F,320,0,320,1,320,MFG Floor,320
3138,8035-8,BSS138,320,0,320,1,320,MFG Floor,320
17575,8481l-200,RC0603FR-071KL,320,0,320,1,320,MFG Floor,320
29929,6654L-30,ZLLS400TA,320,0,320,1,320,MFG Floor,320
30818,8765-30,ZLLS400TA,320,0,320,1,320,MFG Floor,320
31849,7754l-30,MC7805BDTRKG,315,0,315,1,315,MFG Floor,315
10664,8169M-175,"PESD3V3U1UT,215",310,0,310,1,310,MFG Floor,310
2184,8210L-30,EEE-FC1H101P,310,0,310,1,310,MFG Floor,310
7557,8440L-10,GRM188R71E105KA12D,310,0,310,1,310,MFG Floor,310
1789,7681L-125,5015,310,0,310,1,310,MFG Floor,310
8468,8507l-175,CRCW0603220RFKEA,620,310,310,1,310,1303603,0
27806,6590L-2,T495X336K035ATE260,302,0,302,1,302,MFG Floor,302
34324,7249-48,ERJ-3GEYJ103V,300,0,300,1,300,MFG Floor,300
18098,8287L-1-25,"BAT54C,215",600,300,300,1,300,1404916,0
37793,7946L-340,RMCF0603ZT0R00,600,300,300,1,300,1502304,0
6136,7944-4,C0805C475K3PAC7800,300,0,300,1,300,MFG Floor,300
6218,8497l-90,RMCF0603ZT0R00,300,0,300,1,300,MFG Floor,300
6548,7944-6,UMK212BJ105KG-T,300,0,300,1,300,MFG Floor,300
3016,6970-G1-19,ERJ-8ENF2003V,300,0,300,1,300,MFG Floor,300
5333,7143L-39,ERJ-3EKF1001V,300,0,300,1,300,MFG Floor,300
14082,8210L-45,GSOT03C-HG3-08,300,0,300,1,300,MFG Floor,300
2991,6970-G1-20,ERJ-8ENF1003V,300,0,300,1,300,MFG Floor,300
5331,7143L-8,C0805C106K8PACTU,300,0,300,1,300,MFG Floor,300
33739,8119L-10,UMK107B7104KA-T,300,0,300,1,300,MFG Floor,300
30263,6590L-29,SMAJ30CA,300,0,300,1,300,MFG Floor,300
2322,6590-28,1N4148WS-7-F,300,0,300,1,300,MFG Floor,300
16895,7143l-36,ERJ-3EKF1002V,300,0,300,1,300,MFG Floor,300
32982,7946L-80,ES3D,300,0,300,2,600,1502101,0
15346,7307-28,IRLML2502TR,300,0,300,1,300,MFG Floor,300
41907,8766LF-3-15,3811/10 100,300,0,300,1,300,MFG Floor,300
41905,8766LF-3-15,3811/10 100,300,0,300,1,300,MFG Floor,300
16523,7584-59,ERJ-2GEJ104X,300,0,300,1,300,MFG Floor,300
6487,8033-12,RC0805FR-071KL,300,0,300,1,300,MFG Floor,300
1086,8080L-395,CRCW0603220RFKEA,300,0,300,1,700,MFG Floor,700
13611,6588-14,SMBJ30CA,300,0,300,1,300,MFG Floor,300
999,8173-1-65,ERJ-P06J102V,300,0,300,1,300,MFG Floor,300
554,8124L-65,CRCW06031M00FKEA,300,0,300,1,300,MFG Floor,300
7686,7944L-210,RC1210JR-070RL,300,0,300,1,300,MFG Floor,300
20113,6590L-4,CC0805KRX7R9BB104,300,0,300,1,300,MFG Floor,300
499,7331-29,RK73H2ATTD1002F,300,0,300,1,300,MFG Floor,300
13416,8219-5,06035A470JAT2A,300,0,300,1,300,MFG Floor,300
36421,7946L-325,RMCF0805JT10R0,600,300,300,1,300,1502303,0
332,4683-21,CRCW1206100KFKEA,300,0,300,1,300,MFG Floor,300
317,7944-41,CRCW1206100KFKEA,300,0,300,1,300,MFG Floor,300
8033,7221L-6,08055C103JAT2A,300,0,300,1,300,MFG Floor,300
5652,8317-225,RC0805FR-071KL,300,0,300,1,300,MFG Floor,300
1369,8171L-250,CRCW06030000Z0EA,300,0,300,1,300,MFG Floor,300
32604,7946L-170,ERJ-6ENF2202V,300,0,300,1,300,1502202,0
45244,5477-6,91773A145,390,90,300,1,300,2204303,0
17702,8256L-40,GRM188R60J226MEA0D,300,0,300,1,300,MFG Floor,300
38842,6858L-25,91841A006,300,0,300,1,300,MFG Floor,0
19065,8481l-5,RC0603JR-070RL,300,0,300,2,600,MFG Floor,300
2970,6970-G1-12,FGB30N6S2D,300,0,300,1,300,MFG Floor,300
18490,6588L-9,T491C106K020AT,300,0,300,1,300,MFG Floor,300
1841,7946l-10,C0603C104M5RAC7867,300,0,300,1,300,1502101,0
1842,8080L-110,C1608X7R1H104K080AA,300,0,300,1,300,MFG Floor,300
1736,8095-5,C0805C106K4PACTU,300,0,300,1,300,MFG Floor,300
1196,7990M-48,ERJ-6ENF10R0V,300,0,300,1,300,MFG Floor,300
21179,8340-80,SML-LXT0805GW-TR,300,0,300,1,300,MFG Floor,300
730,7823-17,CRCW120647K0FKEA,400,100,300,1,300,MFG Floor,300
479,8119-130,CRCW0603330RFKEA,300,0,300,1,300,MFG Floor,300
7913,7144L-7,06035D105KAT2A,300,0,300,1,300,MFG Floor,300
32981,7946L-55,EEE-FC1E101P,300,0,300,1,300,1502101,0
44175,8771L-20,3365/20,300,0,300,1,300,MFG Floor,300
43794,8766LF-2-15,3811/10 300,300,0,300,1,300,MFG Floor,300
6399,7207-1-3,MMBZ5231B,298,0,298,1,298,MFG Floor,298
7792,8206-8,CRCW0603100KFKEA,295,0,295,1,295,MFG Floor,295
5341,7944-40,ERJ-3EKF1003V,295,0,295,1,295,MFG Floor,295
23079,6590L-A-11,MCR10EZPJ105,294,0,294,1,294,MFG Floor,294
4177,6590-38,SN74LV14APWR,290,0,290,1,290,MFG Floor,290
2036,6590-4,CC0805KRX7R9BB104,290,0,290,1,290,MFG Floor,290
38285,6779ML-7,TAP105K025SCS,290,0,290,1,415,1501501,0
7143,8566ML-700,ERJ-3EKF1000V,290,0,290,1,290,MFG Floor,290
24189,6590L-A-40,ILD206T,285,0,285,1,285,MFG Floor,285
3773,6134-26,ERJ-6GEYJ221V,282,0,282,1,282,MFG Floor,282
31908,7124-12,RC0603FR-071KL,580,300,280,1,280,1401105,0
7345,8080L-110,C1608X7R1H104K080AA,280,0,280,1,280,MFG Floor,280
2524,7143L-10,UMK325BJ106KM-T,280,0,280,1,280,MFG Floor,280
16229,7946-160,RMCF1206ZT0R00,280,0,280,1,280,MFG Floor,280
32471,8159-25,CDSOT23-SM712,280,0,280,1,280,MFG Floor,280
19652,8045-2,C0603C104Z3VACTU,560,280,280,1,280,1604003,0
33006,7946l-20,C1210C107M8PACTU,280,0,280,1,280,1502101,0
15626,8266L-10,CL21A106KOQNNNE,280,0,280,1,350,1605001,0
1781,8170L-20,C3216X7R2A105K160AA,280,0,280,1,280,MFG Floor,280
9638,6163L-4,350759-4,275,0,275,1,275,MFG Floor,275
10551,5477-13,UHE1V561MPD,275,0,275,1,275,MFG Floor,275
30519,6779ML-61,MF1/4DCT52R4701F,275,0,275,1,2790,MFG Floor,2790
1481,8080L-45,C0603C101K5RACTU,275,0,275,1,275,MFG Floor,275
21688,8328-45,ERJ-3EKF1103V,275,0,275,1,275,MFG Floor,275
7633,7907LB-21,CRCW060347K0FKEA,270,0,270,1,270,MFG Floor,270
40193,7946L-230,300SP1J1BLKM7QE,270,0,270,1,270,MFG Floor,270
14500,8218L-60,"TL431BFDT,215",270,0,270,1,270,MFG Floor,270
12499,6758-150,ERJ-8ENF4701V,270,0,270,1,270,MFG Floor,270
1865,8080L-110,C1608X7R1H104K080AA,270,0,270,1,270,MFG Floor,270
31544,7754l-75,UWT1V101MCL1GS,270,0,270,1,270,MFG Floor,270
4511,8342ML-270,2N7002-7-F,270,0,270,1,270,MFG Floor,270
11704,8169M-85,CC0805KRX7R9BB104,267,0,267,1,267,MFG Floor,267
2051,7816L-8,GRM188R71H104KA93D,265,0,265,1,265,MFG Floor,265
3779,7860-94,5015,265,0,265,1,265,MFG Floor,265
14713,8433L-350,RMCF0603JT10K0,265,0,265,1,265,MFG Floor,265
7479,6970-G1-9,0460005.UR,265,0,265,1,265,MFG Floor,265
6685,7144L-27,ILHB1206ER750V,263,0,263,1,263,MFG Floor,263
41820,6779ML-56,2N3906BU,260,0,260,2,590,1501504,0
15338,7207-1,M95256-WMN6P,260,0,260,1,260,MFG Floor,260
4147,8483-25,ES1D,260,0,260,1,260,MFG Floor,260
11700,8123M-395,"PESD3V3U1UT,215",260,0,260,1,260,MFG Floor,260
16542,7946L-45,C0603C333K3RACTU,260,0,260,1,260,MFG Floor,260
19949,8098-1-150,MF1/4DCT52R2701F,520,260,260,1,260,1504004,0
8695,8098-1-200,RNF14FTD4K32,4250,3995,255,1,255,MFG Floor,255
6107,8119-90,10118194-0001LF,254,0,254,1,254,MFG Floor,254
13496,8314-265,RT0402BRD0768KL,250,0,250,1,250,MFG Floor,250
13434,5189-108,RC0805FR-074K7L,1250,1000,250,1,250,MFG Floor,0
8559,5477-16,TAP105K035SRW,250,0,250,1,250,MFG Floor,250
3785,6134-25,ERJ-6GEYJ241V,250,0,250,1,250,MFG Floor,250
146,6463-70,PGB1010603NR,250,0,250,1,250,MFG Floor,250
8563,6779ML-7,TAP105K025SRW,250,0,250,1,250,MFG Floor,250
13463,8167M-200,VC080503A100DP,500,250,250,1,250,1503008,0
13478,8167M-110,MMSZ5227B-7-F,500,250,250,1,250,1202414,0
8188,8080L-100,C1608X5R1V475K080AC,250,0,250,1,250,MFG Floor,250
11516,7584-17,C0805C106M4PACTU,250,0,250,1,250,MFG Floor,250
3236,6753-13,GRM188R61C105KA93D,250,0,250,1,250,MFG Floor,250
33834,7254R-5,CRCW08051K00FKEA,250,0,250,1,250,MFG Floor,250
37270,8778L-80,CRCW0402100KFKED,250,0,250,1,250,MFG Floor,250
12390,6590L-3,C0805C105K5RACTU,250,0,250,1,250,MFG Floor,250
11928,8037-33,RC0805FR-0710KL,250,0,250,1,250,MFG Floor,250
37714,7946L-30,C1206C475K5PACTU,450,200,250,1,250,1502101,0
3006,6970-4A-9,0464005.DR,250,0,250,1,250,MFG Floor,250
44374,8740L-10,RBC14-14,250,0,250,1,250,MFG Floor,0
18483,6588L-9,T491C106K020AT,250,0,250,1,250,MFG Floor,250
11861,7159-38,CRCW06036K80FKEA,500,250,250,1,250,1604003,0
37790,7946l-280,"74HC4052D,653",500,250,250,1,250,1502303,0
639,7584-52,RC0805FR-07255KL,250,0,250,1,250,MFG Floor,250
3781,6134-1,C0805C104K3RAC7800,250,0,250,1,250,MFG Floor,250
32342,8294M-3-25,RT1206BRD07100RL,250,0,250,1,250,MFG Floor,250
17357,7584-4,GRM188R6YA475KE15D,250,0,250,1,250,MFG Floor,250
7648,8035-8,BSS138,250,0,250,1,250,MFG Floor,250
